,ID,Group,Sex,Trial,CS,US,ISI
124,Rat3,A,Male,35,0.0,,6.0
125,Rat3,A,Male,36,52.0,,6.666666666666667
126,Rat3,A,Male,37,24.0,,50.0
127,Rat3,A,Male,38,36.0,,17.333333333333332
128,Rat3,A,Male,39,64.0,,20.0
129,Rat3,A,Male,40,10.0,,24.0
130,Rat3,A,Male,41,10.0,,8.0
131,Rat3,A,Male,42,36.0,,12.0
132,Rat3,A,Male,43,0.0,,53.333333333333336
133,Rat3,A,Male,44,60.0,,11.333333333333334
134,Rat3,A,Male,45,16.0,,40.666666666666664
135,Rat4,A,Male,1,0.0,,30.666666666666668
136,Rat4,A,Male,2,42.0,,61.333333333333336
137,Rat4,A,Male,3,94.0,,70.0
138,Rat4,A,Male,4,52.0,,56.666666666666664
139,Rat4,A,Male,5,10.0,,32.0
140,Rat4,A,Male,6,0.0,,0.0
141,Rat4,A,Male,7,38.0,,5.333333333333333
142,Rat4,A,Male,8,34.0,,43.333333333333336
143,Rat4,A,Male,9,0.0,,0.0
144,Rat4,A,Male,10,24.0,,8.0
145,Rat4,A,Male,11,44.0,,3.3333333333333335
146,Rat4,A,Male,12,0.0,,0.0
147,Rat4,A,Male,13,0.0,,4.0
148,Rat4,A,Male,14,0.0,,0.0
149,Rat4,A,Male,15,24.0,,0.0
150,Rat4,A,Male,16,0.0,,0.0
151,Rat4,A,Male,17,0.0,,3.3333333333333335
152,Rat4,A,Male,18,0.0,,0.0
153,Rat4,A,Male,19,0.0,,7.333333333333333
154,Rat4,A,Male,20,0.0,,0.0
155,Rat4,A,Male,21,0.0,,0.0
156,Rat4,A,Male,22,0.0,,0.0
157,Rat4,A,Male,23,0.0,,0.0
158,Rat4,A,Male,24,0.0,,3.3333333333333335
159,Rat4,A,Male,25,0.0,,0.0
160,Rat4,A,Male,26,0.0,,0.0
161,Rat4,A,Male,27,0.0,,0.0
162,Rat4,A,Male,28,0.0,,0.0
163,Rat4,A,Male,29,0.0,,12.0
164,Rat4,A,Male,30,0.0,,0.0
165,Rat4,A,Male,31,0.0,,0.0
166,Rat4,A,Male,32,0.0,,4.0
167,Rat4,A,Male,33,0.0,,0.0
168,Rat4,A,Male,34,0.0,,3.3333333333333335
169,Rat4,A,Male,35,0.0,,0.0
170,Rat4,A,Male,36,0.0,,12.0
171,Rat4,A,Male,37,0.0,,0.0
172,Rat4,A,Male,38,0.0,,0.0
173,Rat4,A,Male,39,0.0,,0.0
174,Rat4,A,Male,40,0.0,,0.0
175,Rat4,A,Male,41,0.0,,0.0
176,Rat4,A,Male,42,0.0,,16.0
177,Rat4,A,Male,43,80.0,,6.666666666666667
178,Rat4,A,Male,44,0.0,,0.0
179,Rat4,A,Male,45,46.0,,17.333333333333332
180,Rat5,A,Male,1,0.0,,25.333333333333332
181,Rat5,A,Male,2,26.0,,0.0
182,Rat5,A,Male,3,10.0,,0.0
183,Rat5,A,Male,4,0.0,,0.0
184,Rat5,A,Male,5,0.0,,0.0
185,Rat5,A,Male,6,0.0,,0.0
186,Rat5,A,Male,7,0.0,,7.333333333333333
187,Rat5,A,Male,8,0.0,,0.0
188,Rat5,A,Male,9,0.0,,0.0
189,Rat5,A,Male,10,0.0,,4.0
190,Rat5,A,Male,11,0.0,,0.0
191,Rat5,A,Male,12,0.0,,0.0
192,Rat5,A,Male,13,0.0,,0.0
193,Rat5,A,Male,14,0.0,,0.0
194,Rat5,A,Male,15,0.0,,0.0
195,Rat5,A,Male,16,0.0,,0.0
196,Rat5,A,Male,17,0.0,,0.0
197,Rat5,A,Male,18,0.0,,7.333333333333333
198,Rat5,A,Male,19,0.0,,0.0
199,Rat5,A,Male,20,16.0,,0.0
200,Rat5,A,Male,21,0.0,,4.666666666666667
201,Rat5,A,Male,22,0.0,,0.0
202,Rat5,A,Male,23,12.0,,0.0
203,Rat5,A,Male,24,0.0,,5.333333333333333
204,Rat5,A,Male,25,0.0,,3.3333333333333335
205,Rat5,A,Male,26,0.0,,0.0
206,Rat5,A,Male,27,0.0,,0.0
207,Rat5,A,Male,28,0.0,,0.0
208,Rat5,A,Male,29,0.0,,0.0
209,Rat5,A,Male,30,0.0,,19.333333333333332
210,Rat5,A,Male,31,18.0,,12.666666666666666
211,Rat5,A,Male,32,0.0,,0.0
212,Rat5,A,Male,33,0.0,,0.0
213,Rat5,A,Male,34,0.0,,8.666666666666666
214,Rat5,A,Male,35,0.0,,0.0
215,Rat5,A,Male,36,0.0,,12.0
216,Rat5,A,Male,37,0.0,,8.0
217,Rat5,A,Male,38,0.0,,9.333333333333334
218,Rat5,A,Male,39,0.0,,4.666666666666667
219,Rat5,A,Male,40,22.0,,4.666666666666667
220,Rat5,A,Male,41,0.0,,6.0
221,Rat5,A,Male,42,0.0,,9.333333333333334
222,Rat5,A,Male,43,16.0,,0.0
223,Rat5,A,Male,44,0.0,,7.333333333333333
224,Rat5,A,Male,45,0.0,,0.0
225,Rat6,A,Male,1,46.0,,11.333333333333334
226,Rat6,A,Male,2,12.0,,51.333333333333336
227,Rat6,A,Male,3,66.0,,76.66666666666667
228,Rat6,A,Male,4,30.0,,76.0
229,Rat6,A,Male,5,78.0,,99.33333333333333
230,Rat6,A,Male,6,12.0,,74.0
231,Rat6,A,Male,7,68.0,,86.0
232,Rat6,A,Male,8,8.0,,8.666666666666666
233,Rat6,A,Male,9,32.0,,8.666666666666666
234,Rat6,A,Male,10,0.0,,14.666666666666666
235,Rat6,A,Male,11,46.0,,18.666666666666668
236,Rat6,A,Male,12,18.0,,8.666666666666666
237,Rat6,A,Male,13,0.0,,0.0
238,Rat6,A,Male,14,28.0,,0.0
239,Rat6,A,Male,15,14.0,,11.333333333333334
240,Rat6,A,Male,16,46.0,,10.666666666666666
241,Rat6,A,Male,17,14.0,,4.0
242,Rat6,A,Male,18,0.0,,4.0
243,Rat6,A,Male,19,10.0,,3.3333333333333335
244,Rat6,A,Male,20,0.0,,3.3333333333333335
245,Rat6,A,Male,21,0.0,,0.0
246,Rat6,A,Male,22,0.0,,13.333333333333334
247,Rat6,A,Male,23,34.0,,34.0
248,Rat6,A,Male,24,74.0,,22.666666666666668
249,Rat6,A,Male,25,22.0,,0.0
250,Rat6,A,Male,26,10.0,,6.666666666666667
251,Rat6,A,Male,27,32.0,,34.666666666666664
252,Rat6,A,Male,28,58.0,,30.0
253,Rat6,A,Male,29,0.0,,19.333333333333332
254,Rat6,A,Male,30,46.0,,34.666666666666664
255,Rat6,A,Male,31,0.0,,18.0
256,Rat6,A,Male,32,0.0,,26.0
257,Rat6,A,Male,33,44.0,,43.333333333333336
258,Rat6,A,Male,34,0.0,,13.333333333333334
259,Rat6,A,Male,35,0.0,,14.666666666666666
260,Rat6,A,Male,36,16.0,,6.0
261,Rat6,A,Male,37,0.0,,0.0
262,Rat6,A,Male,38,0.0,,22.0
263,Rat6,A,Male,39,60.0,,18.0
264,Rat6,A,Male,40,62.0,,32.666666666666664
265,Rat6,A,Male,41,16.0,,56.666666666666664
266,Rat6,A,Male,42,48.0,,21.333333333333332
267,Rat6,A,Male,43,10.0,,81.33333333333333
268,Rat6,A,Male,44,70.0,,84.66666666666667
269,Rat6,A,Male,45,50.0,,32.666666666666664
270,Rat7,A,Female,1,0.0,,0.0
271,Rat7,A,Female,2,0.0,,0.0
272,Rat7,A,Female,3,0.0,,0.0
273,Rat7,A,Female,4,0.0,,0.0
274,Rat7,A,Female,5,0.0,,0.0
275,Rat7,A,Female,6,32.0,,6.666666666666667
276,Rat7,A,Female,7,0.0,,3.3333333333333335
277,Rat7,A,Female,8,0.0,,0.0
278,Rat7,A,Female,9,0.0,,0.0
279,Rat7,A,Female,10,0.0,,0.0
280,Rat7,A,Female,11,0.0,,7.333333333333333
281,Rat7,A,Female,12,0.0,,4.0
282,Rat7,A,Female,13,0.0,,0.0
283,Rat7,A,Female,14,0.0,,0.0
284,Rat7,A,Female,15,0.0,,18.0
285,Rat7,A,Female,16,0.0,,3.3333333333333335
286,Rat7,A,Female,17,0.0,,6.666666666666667
287,Rat7,A,Female,18,0.0,,0.0
288,Rat7,A,Female,19,26.0,,39.333333333333336
289,Rat7,A,Female,20,26.0,,32.0
290,Rat7,A,Female,21,6.0,,4.0
291,Rat7,A,Female,22,0.0,,11.333333333333334
292,Rat7,A,Female,23,0.0,,0.0
293,Rat7,A,Female,24,0.0,,0.0
294,Rat7,A,Female,25,0.0,,32.0
295,Rat7,A,Female,26,48.0,,5.333333333333333
296,Rat7,A,Female,27,0.0,,14.666666666666666
297,Rat7,A,Female,28,12.0,,7.333333333333333
298,Rat7,A,Female,29,0.0,,0.0
299,Rat7,A,Female,30,0.0,,22.0
300,Rat7,A,Female,31,0.0,,30.666666666666668
301,Rat7,A,Female,32,0.0,,8.0
302,Rat7,A,Female,33,0.0,,6.0
303,Rat7,A,Female,34,0.0,,4.666666666666667
304,Rat7,A,Female,35,12.0,,3.3333333333333335
305,Rat7,A,Female,36,70.0,,5.333333333333333
306,Rat7,A,Female,37,0.0,,19.333333333333332
307,Rat7,A,Female,38,94.0,,42.0
308,Rat7,A,Female,39,32.0,,20.666666666666668
309,Rat7,A,Female,40,28.0,,16.0
310,Rat7,A,Female,41,16.0,,20.666666666666668
311,Rat7,A,Female,42,10.0,,0.0
312,Rat7,A,Female,43,0.0,,9.333333333333334
313,Rat7,A,Female,44,0.0,,15.333333333333334
314,Rat7,A,Female,45,10.0,,17.333333333333332
315,Rat8,A,Female,1,0.0,,19.333333333333332
316,Rat8,A,Female,2,18.0,,24.0
317,Rat8,A,Female,3,32.0,,27.333333333333332
318,Rat8,A,Female,4,70.0,,32.0
319,Rat8,A,Female,5,28.0,,38.0
320,Rat8,A,Female,6,0.0,,40.0
321,Rat8,A,Female,7,60.0,,27.333333333333332
322,Rat8,A,Female,8,60.0,,22.666666666666668
323,Rat8,A,Female,9,30.0,,36.666666666666664
324,Rat8,A,Female,10,30.0,,25.333333333333332
325,Rat8,A,Female,11,48.0,,29.333333333333332
326,Rat8,A,Female,12,18.0,,25.333333333333332
327,Rat8,A,Female,13,40.0,,27.333333333333332
328,Rat8,A,Female,14,48.0,,18.0
329,Rat8,A,Female,15,0.0,,32.666666666666664
330,Rat8,A,Female,16,56.0,,18.666666666666668
331,Rat8,A,Female,17,60.0,,28.666666666666668
332,Rat8,A,Female,18,28.0,,26.0
333,Rat8,A,Female,19,22.0,,24.666666666666668
334,Rat8,A,Female,20,24.0,,14.0
335,Rat8,A,Female,21,58.0,,20.0
336,Rat8,A,Female,22,68.0,,33.333333333333336
337,Rat8,A,Female,23,60.0,,31.333333333333332
338,Rat8,A,Female,24,10.0,,38.0
339,Rat8,A,Female,25,36.0,,29.333333333333332
340,Rat8,A,Female,26,46.0,,43.333333333333336
341,Rat8,A,Female,27,26.0,,45.333333333333336
342,Rat8,A,Female,28,30.0,,26.666666666666668
343,Rat8,A,Female,29,0.0,,36.0
344,Rat8,A,Female,30,34.0,,26.666666666666668
345,Rat8,A,Female,31,22.0,,31.333333333333332
346,Rat8,A,Female,32,52.0,,53.333333333333336
347,Rat8,A,Female,33,24.0,,42.0
348,Rat8,A,Female,34,28.0,,16.0
349,Rat8,A,Female,35,30.0,,50.0
350,Rat8,A,Female,36,10.0,,22.666666666666668
351,Rat8,A,Female,37,88.0,,84.66666666666667
352,Rat8,A,Female,38,98.0,,55.333333333333336
353,Rat8,A,Female,39,66.0,,40.666666666666664
354,Rat8,A,Female,40,44.0,,26.0
355,Rat8,A,Female,41,50.0,,27.333333333333332
356,Rat8,A,Female,42,38.0,,40.666666666666664
357,Rat8,A,Female,43,56.0,,38.0
358,Rat8,A,Female,44,46.0,,38.0
359,Rat8,A,Female,45,36.0,,25.333333333333332
360,Rat9,A,Female,1,30.0,,98.0
361,Rat9,A,Female,2,98.0,,99.33333333333333
362,Rat9,A,Female,3,100.0,,98.0
363,Rat9,A,Female,4,100.0,,99.33333333333333
364,Rat9,A,Female,5,96.0,,100.0
365,Rat9,A,Female,6,70.0,,22.0
366,Rat9,A,Female,7,44.0,,56.666666666666664
367,Rat9,A,Female,8,38.0,,51.333333333333336
368,Rat9,A,Female,9,36.0,,22.0
369,Rat9,A,Female,10,28.0,,0.0
370,Rat9,A,Female,11,78.0,,22.666666666666668
371,Rat9,A,Female,12,46.0,,14.0
372,Rat9,A,Female,13,10.0,,44.666666666666664
373,Rat9,A,Female,14,14.0,,6.0
374,Rat9,A,Female,15,68.0,,14.0
375,Rat9,A,Female,16,50.0,,8.0
376,Rat9,A,Female,17,14.0,,12.666666666666666
377,Rat9,A,Female,18,0.0,,8.0
378,Rat9,A,Female,19,20.0,,24.666666666666668
379,Rat9,A,Female,20,10.0,,30.0
380,Rat9,A,Female,21,28.0,,43.333333333333336
381,Rat9,A,Female,22,66.0,,55.333333333333336
382,Rat9,A,Female,23,20.0,,21.333333333333332
383,Rat9,A,Female,24,50.0,,18.0
384,Rat9,A,Female,25,30.0,,31.333333333333332
385,Rat9,A,Female,26,72.0,,50.0
386,Rat9,A,Female,27,28.0,,32.0
387,Rat9,A,Female,28,78.0,,15.333333333333334
388,Rat9,A,Female,29,4.0,,26.0
389,Rat9,A,Female,30,0.0,,41.333333333333336
390,Rat9,A,Female,31,0.0,,10.666666666666666
391,Rat9,A,Female,32,56.0,,56.0
392,Rat9,A,Female,33,54.0,,33.333333333333336
393,Rat9,A,Female,34,78.0,,72.0
394,Rat9,A,Female,35,4.0,,65.33333333333333
395,Rat9,A,Female,36,30.0,,19.333333333333332
396,Rat9,A,Female,37,66.0,,36.666666666666664
397,Rat9,A,Female,38,28.0,,32.666666666666664
398,Rat9,A,Female,39,32.0,,35.333333333333336
399,Rat9,A,Female,40,78.0,,39.333333333333336
400,Rat9,A,Female,41,46.0,,26.0
401,Rat9,A,Female,42,38.0,,76.66666666666667
402,Rat9,A,Female,43,66.0,,82.0
403,Rat9,A,Female,44,50.0,,49.333333333333336
404,Rat9,A,Female,45,74.0,,66.0
405,Rat10,A,Female,1,48.0,,36.0
406,Rat10,A,Female,2,86.0,,85.33333333333333
407,Rat10,A,Female,3,102.0,,98.66666666666667
408,Rat10,A,Female,4,96.0,,95.33333333333333
409,Rat10,A,Female,5,86.0,,96.66666666666667
410,Rat10,A,Female,6,72.0,,83.33333333333333
411,Rat10,A,Female,7,0.0,,7.333333333333333
412,Rat10,A,Female,8,0.0,,20.0
413,Rat10,A,Female,9,10.0,,0.0
414,Rat10,A,Female,10,0.0,,0.0
415,Rat10,A,Female,11,10.0,,0.0
416,Rat10,A,Female,12,0.0,,0.0
417,Rat10,A,Female,13,0.0,,3.3333333333333335
418,Rat10,A,Female,14,0.0,,5.333333333333333
419,Rat10,A,Female,15,0.0,,6.666666666666667
420,Rat10,A,Female,16,0.0,,0.0
421,Rat10,A,Female,17,0.0,,0.0
422,Rat10,A,Female,18,0.0,,0.0
423,Rat10,A,Female,19,12.0,,12.666666666666666
424,Rat10,A,Female,20,0.0,,7.333333333333333
425,Rat10,A,Female,21,0.0,,0.0
426,Rat10,A,Female,22,0.0,,9.333333333333334
427,Rat10,A,Female,23,0.0,,0.0
428,Rat10,A,Female,24,0.0,,0.0
429,Rat10,A,Female,25,0.0,,4.0
430,Rat10,A,Female,26,16.0,,3.3333333333333335
431,Rat10,A,Female,27,34.0,,4.0
432,Rat10,A,Female,28,12.0,,10.0
433,Rat10,A,Female,29,34.0,,86.0
434,Rat10,A,Female,30,0.0,,30.0
435,Rat10,A,Female,31,0.0,,0.0
436,Rat10,A,Female,32,0.0,,11.333333333333334
437,Rat10,A,Female,33,0.0,,14.0
438,Rat10,A,Female,34,0.0,,3.3333333333333335
439,Rat10,A,Female,35,0.0,,4.0
440,Rat10,A,Female,36,0.0,,3.3333333333333335
441,Rat10,A,Female,37,0.0,,0.0
442,Rat10,A,Female,38,0.0,,14.666666666666666
443,Rat10,A,Female,39,0.0,,6.666666666666667
444,Rat10,A,Female,40,0.0,,0.0
445,Rat10,A,Female,41,0.0,,12.666666666666666
446,Rat10,A,Female,42,18.0,,6.0
447,Rat10,A,Female,43,74.0,,12.0
448,Rat10,A,Female,44,0.0,,8.666666666666666
449,Rat10,A,Female,45,0.0,,4.666666666666667
450,Rat11,A,Female,1,40.0,,0.0
451,Rat11,A,Female,2,0.0,,3.3333333333333335
452,Rat11,A,Female,3,0.0,,3.3333333333333335
453,Rat11,A,Female,4,0.0,,4.0
454,Rat11,A,Female,5,0.0,,8.0
455,Rat11,A,Female,6,0.0,,5.333333333333333
456,Rat11,A,Female,7,0.0,,14.666666666666666
457,Rat11,A,Female,8,0.0,,21.333333333333332
458,Rat11,A,Female,9,58.0,,3.3333333333333335
459,Rat11,A,Female,10,0.0,,6.666666666666667
460,Rat11,A,Female,11,20.0,,3.3333333333333335
461,Rat11,A,Female,12,38.0,,10.0
462,Rat11,A,Female,13,0.0,,18.0
463,Rat11,A,Female,14,0.0,,12.0
464,Rat11,A,Female,15,0.0,,26.0
465,Rat11,A,Female,16,0.0,,30.666666666666668
466,Rat11,A,Female,17,0.0,,12.0
467,Rat11,A,Female,18,18.0,,0.0
468,Rat11,A,Female,19,0.0,,20.0
469,Rat11,A,Female,20,0.0,,36.0
470,Rat11,A,Female,21,12.0,,26.0
471,Rat11,A,Female,22,16.0,,60.0
472,Rat11,A,Female,23,0.0,,28.0
473,Rat11,A,Female,24,72.0,,43.333333333333336
474,Rat11,A,Female,25,60.0,,16.0
475,Rat11,A,Female,26,0.0,,0.0
476,Rat11,A,Female,27,0.0,,4.0
477,Rat11,A,Female,28,0.0,,27.333333333333332
478,Rat11,A,Female,29,64.0,,10.666666666666666
479,Rat11,A,Female,30,32.0,,48.0
480,Rat11,A,Female,31,0.0,,54.0
481,Rat11,A,Female,32,94.0,,50.666666666666664
482,Rat11,A,Female,33,0.0,,4.0
483,Rat11,A,Female,34,0.0,,22.0
484,Rat11,A,Female,35,20.0,,19.333333333333332
485,Rat11,A,Female,36,0.0,,0.0
486,Rat11,A,Female,37,0.0,,16.0
487,Rat11,A,Female,38,40.0,,31.333333333333332
488,Rat11,A,Female,39,0.0,,5.333333333333333
489,Rat11,A,Female,40,40.0,,36.0
490,Rat11,A,Female,41,62.0,,71.33333333333333
491,Rat11,A,Female,42,46.0,,23.333333333333332
492,Rat11,A,Female,43,44.0,,34.0
493,Rat11,A,Female,44,0.0,,24.0
494,Rat11,A,Female,45,80.0,,33.333333333333336
495,Rat12,B,Male,1,0.0,,3.3333333333333335
496,Rat12,B,Male,2,0.0,,8.666666666666666
497,Rat12,B,Male,3,0.0,,4.666666666666667
498,Rat12,B,Male,4,20.0,,0.0
499,Rat12,B,Male,5,10.0,,11.333333333333334
500,Rat12,B,Male,6,14.0,,0.0
501,Rat12,B,Male,7,0.0,,0.0
502,Rat12,B,Male,8,32.0,,14.0
503,Rat12,B,Male,9,70.0,,25.333333333333332
504,Rat12,B,Male,10,0.0,,24.666666666666668
505,Rat12,B,Male,11,64.0,,12.666666666666666
506,Rat12,B,Male,12,12.0,,12.666666666666666
507,Rat12,B,Male,13,0.0,,16.0
508,Rat12,B,Male,14,10.0,,23.333333333333332
509,Rat12,B,Male,15,0.0,,34.666666666666664
510,Rat12,B,Male,16,38.0,,4.0
511,Rat12,B,Male,17,58.0,,35.333333333333336
512,Rat12,B,Male,18,62.0,,8.0
513,Rat12,B,Male,19,24.0,,38.0
514,Rat12,B,Male,20,14.0,,0.0
515,Rat12,B,Male,21,0.0,,4.0
516,Rat12,B,Male,22,0.0,,5.333333333333333
517,Rat12,B,Male,23,26.0,,60.666666666666664
518,Rat12,B,Male,24,28.0,,23.333333333333332
519,Rat12,B,Male,25,0.0,,0.0
520,Rat12,B,Male,26,0.0,,14.666666666666666
521,Rat12,B,Male,27,28.0,,34.666666666666664
522,Rat12,B,Male,28,0.0,,18.666666666666668
523,Rat12,B,Male,29,16.0,,3.3333333333333335
524,Rat12,B,Male,30,34.0,,24.666666666666668
525,Rat12,B,Male,31,2.0,,22.0
526,Rat12,B,Male,32,0.0,,13.333333333333334
527,Rat12,B,Male,33,0.0,,7.333333333333333
528,Rat12,B,Male,34,0.0,,14.666666666666666
529,Rat12,B,Male,35,52.0,,10.0
530,Rat12,B,Male,36,0.0,,19.333333333333332
531,Rat12,B,Male,37,24.0,,38.666666666666664
532,Rat12,B,Male,38,30.0,,16.0
533,Rat12,B,Male,39,46.0,,80.0
534,Rat12,B,Male,40,14.0,,52.666666666666664
535,Rat12,B,Male,41,16.0,,25.333333333333332
536,Rat12,B,Male,42,50.0,,47.333333333333336
537,Rat12,B,Male,43,24.0,,8.666666666666666
538,Rat12,B,Male,44,30.0,,6.666666666666667
539,Rat12,B,Male,45,0.0,,6.0
540,Rat13,B,Male,1,0.0,,0.0
541,Rat13,B,Male,2,14.0,,8.666666666666666
542,Rat13,B,Male,3,0.0,,10.0
543,Rat13,B,Male,4,0.0,,41.333333333333336
544,Rat13,B,Male,5,12.0,,0.0
545,Rat13,B,Male,6,0.0,,0.0
546,Rat13,B,Male,7,0.0,,0.0
547,Rat13,B,Male,8,0.0,,0.0
548,Rat13,B,Male,9,0.0,,0.0
549,Rat13,B,Male,10,0.0,,15.333333333333334
550,Rat13,B,Male,11,0.0,,0.0
551,Rat13,B,Male,12,0.0,,0.0
552,Rat13,B,Male,13,0.0,,3.3333333333333335
553,Rat13,B,Male,14,0.0,,15.333333333333334
554,Rat13,B,Male,15,0.0,,5.333333333333333
555,Rat13,B,Male,16,14.0,,0.0
